,Unnamed: 0,제품,age,skintype,review
13,13,자작나무 수분 패드,21,복합성,설문단 당첨되서 오늘 배송와서 써봤는데 제가 한 번 쓰고는 괜찮은지 저한테 잘 맞는지 잘 몰라서 여러번 써본 후 리뷰를 쓰는 편인데 이 제품은 한 번 써봤는데도 너무 좋아서 이렇게 리뷰를 쓰게 됐네요 먼저 가장 좋았던 점은 흡수가 금방 되는 거였어요 저는 팩으로 안 쓰고 평소 하던 것처럼 닦토로 썼는데 한 번 닦고 톡톡 두드려주니까 금방 흡수되더라구요 얇은 편인데도 엄청난 양의 에센스를 머금고 있어서 한 번 얼굴을 닦았을때 수분이 엄청 많았는데도 금방 흡수가 되더라구요 그리고 제가 수부지 피부라 건조한 편인데 흡수가 된 후에도 너무 좋았어요 피부 속까지 촉촉해진 것 같아서 너무 마음에 들었어요 그리고 또 좋았던 점은 제가 얼굴에 끈적끈적하게 그런 느낌이 드는 거를 엄청 싫어하는데 이 제품은 그런 것도 없었어요 흡수도 금방 되고 흡수가 된 이후에는 겉은 보들보들 하고 속은 엄청 촉촉해진 듯한 느낌이 드는데 끈적끈적한 느낌이 하나도 없어서 너무 좋았어요 그리고 또 쿨링감이 있어서 너무 좋더라구요 제가 얼굴에 열이 많은 편이라 열이 자주 달아오르는데 이 제품으로 한 번 얼굴 닦고 나니까 바른 직후 엄청 시원해진 듯한 느낌이 들더라구요 제가 리뷰를 잘 쓰는 편이 아닌데 이 제품은 너무 좋았어서 리뷰를 달았네요 이번에는 설문단 당첨이 되서 쓰게 되었는데 제 돈으로 직접 살 의향이 있습니다 단종만 안 된다면 앞으로도 몇 통이든 계속 살 거 같아요
14,14,자작나무 수분 패드,27,복합성,설문단 당첨을 통해 제품 제공받았으며 그에 따른 리뷰 의무는 없습니다 따라서 이 제품에 대한 느낀 점을 간략히 서술한 뒤 기존 출시되던 라운드랩 독도 패드와의 비교 위주로 언급할게요 어차피 저보다 다른 분들께서 섬세한 후기들 워낙 잘 쓰셨으니까 라운드랩은 배송이 빨리 와서 좋았어요 제조기한도 4월 7일이라 아주 따끈따끈 첫 개봉했을 때 제가 생각했던 것과는 다르게 헌책 종이처럼 누런 빛을 띠는 에센스더라고요 참고로 전 자작나무 워시오프팩을 제외하곤 의도치 않게 라운드랩 자작나무 라인 다 써봤었는데 선크림은 리뉴얼 전 다 희거나 투명한 제형이었거든요 라운드랩에서 자작나무는 수분 라인이라 되게 가볍고 산뜻해요 피부 타입 상관없이 기초 첫단계에 쓰기 좋은 것 같아요 패드가 사과 한 입 베어물듯 오목하게 들어가 있는데 콧망울에 맞춰서 양볼 붙일 수 있으니 이런 아이디어 굿굿 패드 두께감은 크리스마 1 3 화장솜과 비슷해요 독도 패드에 비하면 훨씬 얇아요 독도 패드는 패드 양면이 각각 재질이 다르다면 자작나무 패드는 양쪽 다 순면 질감이라 맨드랍고 자극이 없어요 패드 질이나 밀착력은 자작나무가 더 낫습니다 독도는 얼굴에서 잘 떨어지는 편 자작나무 패드 에센스는 자작나무 토너부터 에센스 그리고 크림보다 매우 가벼우면서도 흡수가 빨라서 피부 속까지 금세 에센스가 촘촘히 스며들어요 흡사 물토너에 가까워요 독도패드가 쫀쫀한 느낌이 더 강하답니다 확실히 수분 보습 유지력은 독도패드가 좀 더 오래 가요 저는 둘다 충분히 만족스러워요 자작나무도 독도도 모두 스킨팩해줄 때마다 순한 에센스가 피부에 오롯이 전달되는 느낌이 좋습니다 피부 기초적인 부분을 차곡차곡 쌓을 수 있도록 길을 터주기도 하고 그리고 자작나무 기초 라인은 저한텐 다 평균값은 했어요 
15,15,자작나무 수분 패드,29,복합성,얇은데 에센스를 충분히 머금어서 팩으로 활용하기에 딱 좋아요 닦토로 쓰기엔 너무 얇아서 저는 정말 딱 팩으로 쓰고 있어요 저는 마스크팩 하고 있는게 답답하고 불편해서 잘 안쓰는 편인데 이건 딱 얇고 가벼워서 마스크팩 대용으로 쓰기에 좋아요 특히 화장 안지우고 잔 다음날 쓰면 쿨링감이 있어서 피부 열감이 내려가는 느낌도 있고 가볍게 영양공급하면서 진정시키기에 좋았어요 단점이라면 뚜껑을 돌려서 열어야 한다는게 좀 불편했어요 다음에 제 값주고 구매할 의사 있습니다 
16,16,자작나무 수분 패드,23,복합성,다른 패드들처럼 두께감이 좀 있고 엠보싱된 면이 있는 패드를 생각했는데 이 패드는 딱 팩 전용으로 만들어진 것 같아요 엄청 얇고 부드러워서 닦토용으로 쓸 때는 조금 흐물거리는 느낌이 있었어요 대신 그만큼 팩처럼 피부에 올려놨을 때 밀착력도 괜찮았고 피부에 자극도 없었어요 피부에 올려놓고 한 7 8분 정도까지는 촉촉함이 잘 유지돼요 그 이후에는 좀 건조해지는 것 같아서 떼고 기초제품을 더 발라주고 있어요 일단 피부에 자극이 없고 트러블도 전혀 없었던 점이 마음에 들었어요 적당히 촉촉하고 제가 예상했던 재질은 아니었지만 팩으로 사용하기에 좋아서 만족합니당
17,17,자작나무 수분 패드,22,복합성,살까말까 고민하던 중에 사용해볼 수 있는 기회를 얻어서 잘 사용하고 있습니다 집게가 들어있어요 우선 집게가 들어있어서 얇은 패드를 한 장씩 떼어네기 편리해요 집게는 소독해서 패드와 함께 넣어두고 사용하고 있는데 집게 없이 사용하면 패드를 한 장씩 떼기 어렵고 패드가 구겨지더라고요 쿨링효과가 좋아요 패드를 얼굴에 붙이고 있으면 쿨링 효과가 굉장해요 집에서 온라인 강의 듣다가 얼굴이 뜨거운게 느껴져서 볼에 붙이고 수업 듣다가 차가워서 놀랐어요 자극이 적어요 피부가 민감한 편인데 굉장히 부드럽게 올라가고 얼굴에 올리고 있어도 자극이 많이 느껴지지 않아요 딱 얼굴에 뭔가를 올려놓긴 했구나 그정도 수분감도 충분해요 개인차 있을 수 있어요 수분감에는 개인차가 있겠지만 저는 충분하다고 느꼈어요 차가움을 느껴서 스스로 떼지 붙인 패드가 혼자 떨어진 적도 없고 떼고 난 후에도 촉촉하고 피부결이 정리되는 느낌이 들어요 
18,18,자작나무 수분 패드,22,중성,패드 패드는 엄청 얇아서 밀착이 잘되는 재질이고 닦아내는 패드로 사용하기엔 힘이 없는 느낌이었어요 팩 용도로 사용하기 적합했습니다 토너액 토너보다는 점성이 있지만 마스크팩 내의 액체보다는 묽은 느낌이에요 끈적이지 않고 수분만 채워지는 느낌이어서 좋았어요 마스크팩보다는 수분감이 부족해서 따로 스킨케어의 한단계로만 생각하는게 좋을거 같아요 끈적이지 않아서 자주 사용하기에 부담이 없었고 산뜻한 마무리감이 맘에 들었습니다 총평 수분감도 부족하진 않았지만 가장 좋은 효과를 보였던 부분은 쿨링감인 것 같아요 5분만 붙여놓고 있어도 붙여놓았던 부분과 아닌 부분의 온도차가 엄청 느껴질 정도였어요 피부 열감 때문에 화장이 뜨기 쉬운 여름에 가장 빛을 발할 수 있지 않을까 하는 생각이 들어요 열감을 낮춰줘서 다른 스킨케어가 더 잘 흡수되고 진정도 빠른 것을 느꼈습니다 그리고 부분적으로 관리해줄 수 있어서 좋았어요 재구매 의사 100퍼센트입니다 다만 닦토패드 용도로 사용하기엔 무리가 있어보입니다 각질제거나 이런부분에 있어서는 패드가 힘이 없어요 추천 피부에 열이 많은 사람 마스크팩 특유의 끈적임을 싫어하시거나 귀찮은 사람 속수분이 부족한 사람 보다 간단한 피부 관리를 원하는 사람 부분적인 피부 관리가 필요한 사람
19,19,자작나무 수분 패드,33,건성,수분패드는 처음사용해보는데 생각보다 엄청 촉촉하네요 얇아서 몇분 사용 못할줄 알았는데 10분정도 붙이고 있어도 마르지 않고 수분을 많이 머금고 있어요 전에 사용하던 토너팩보다 좋아요 민감한 피부인데 순하게 잘맞고 3분정도 팩하고 메이크업하면 피부의 온도도 내려가 베이스가 쫀쫀하게 잘먹어 뜨지 않아요 재구매를 생각할 만큼 너무 만족해요 𖤐
20,20,자작나무 수분 패드,28,복합성,계속 사용해본 후기 사용감 가끔 패드를 사용할때 엄청 거칠거칠한 느낌의 패드가 있는데 이 패드는 사용해도 거칠한 느낌이 많이 없고 촉촉한 느낌을 많이 줌 사용하고 나면 쿨링감이 있어서 얼굴에 열감이 있을 때 붙여 놓으면 좋음 볼에다가 붙여 놓으면 잘 떨어지지 않아서 일상생활을 할 때 붙여 놓으면 쿨링이 되면서 잘 사용할 수 있음 보습감 전체적으로 보습이 엄청 되는 타입은 아닌거 같음 토너라서 엄청난 보습감을 바란다기 보다는 결을 잘 정리해줄 수 있는가 인데 결 정리를 잘 해주는 것 같아서 좋은 것 같음 전체적인 장점 우선 얼굴에 트러블이 나지 않음 패드라는게 사용하면서 어쩔 수 없이 생기는 얼굴자극 때문에 트러블이 날 수 있는데 그런 느낌은 전혀 없었음 그리고 패드에 토너가 많이 묻어 있어서 한장 꺼낼 때 마다 한두방울 씩 떨어짐 그게 문제는 아니고 오히려 붙이고 오래 있을 수 있어서 좋았음 단점 집게가 밖에 따로 들어 있어서 좀 찝찝함 딱히 외에 없음
21,21,자작나무 수분 패드,23,복합성, 라운드랩 자작나무 수분 패드 세상 순한 토너 패드에요 자작나무 수분 세럼도 순하고 촉촉한 맑음 그 자체같은 느낌이었는데 요 수분 패드도 비슷한 느낌이었어요 수분진정에 초점을 맞춘 제품이라 매일매일 사용하기 딱 좋았고 닦아내는 패드임에도 얼굴이 붉어지거나 하지 않아서 좋았어요 얇고 부드러운 면이라 밀착력이 좋아서 토너팩으로 사용하기에 적합하고 패드면 모양도 완전 동그란게 아니라 눈 밑에 붙이기 좋게 생겨서 얼굴에 올리기 딱 좋아요 
22,22,자작나무 수분 패드,24,복합성,장점 기초 스킨으로만 기초를 하기에 부족한 날에 해부면 좋은거 같아요 이틀 삼일에 한번 씩 해주었는데 좋았어요 딱히 트러블이 나거나 하지 않았어요 가격이 저렴하다면 재구매의사 있어요 단점 패드가 너무 얇아요 처음에 4방장을 한번에 잡았는데 저는 이게 한장인 줄 알고 얼굴에 붙였더니 너무 두꺼운거에요 다시보니 2장 3장 이얐거 마지막에 4장임 걸 알았네요 이거말고는 딱히 없어요 저는 수분부족형 지성피부에요 그래서 속건조를 잘 잡아주여야 하는데 속건조를 잘 잡아주는 느낌을 받았어요 피부가 약간 예민한 편인데 딱히 뭐가 올라오거나 하지 않았어요 
23,23,자작나무 수분 패드,23,복합성,제품이 딱히 큰 단점도 큰 장점도 없어서 스팟팩 입문용으로 뭐써보지 할때 너무 좋은 제품인거 같아요 저는 미샤 개똥쑥 스팟팩이랑 스킨푸드 당근패드 잘쓰고 있는데 이 2개는 패드가 큰게 특징인데 자작나무패드는 2개와 비교했을때 약간 작았어요 단점은 아니고 오히려 크기가 작아서 볼따구 말고 이마에까지 얹어서 써도 죄책감없는 그런 느낌입니다 패드재질은 미샤제품과 매우 유사했어요 압축 솜패드 느낌이라 질감이 느껴지면서도 부드러워서 닦토용으로도 사용하기 적합한거같아요 앰플양은 충분했고 솜이기 때문에 흡수를 쫙하고 있어서 사용하면서 건조하다 앰플이 부족하다고 느낀적은 없습니다 진짜 향도 거의 없고 무매력이 매력인 패드라 처음 도전하시는 분들껜 추천드려요
24,24,자작나무 수분 패드,30,복합성,민감성인데 이거 정말 짱짱 좋은 토너패드이에요 왠만한 마스크팩들 썼다 하면 트러블이 나서 시트마스크는 안쓰는 사람인데요 이걸로 팩하면 피부가 진정되면서 수분이 촥촥 감기는 느낌이 들어서 아주 잘 쓰고 있어요 성분이 착해요 잘 살펴보고 평가단에 신청했어요 자작나무 수액이 피부 수분 밸런스 유지시켜주고 아쿠악씰이 강력한 수분을 공급해준대요 여기서 꿀팁 제 피부가 각질제거 성분에 그렇게 순하다는 PHA도 민감하게 반응하는 편이에요 그래서 아침에 한번 토너패드로 닦아주면 피부에 자극없이 각질케어 할 수 있어요 조금 건조한 날에는 마스크팩처럼 사용하고 있는데 수분이 확실히 오래가는 느낌이 있어요 저와 같은 민감성인 분들한테 강추합니다 
25,25,자작나무 수분 패드,27,건성,이거때문인지는 모르겠지만 평소보다 피부가 많이 진정됬음 패드가 얇고 부드러운 느낌이라 팩 처럼 올려놔도 떨어지지도 않고 생각보다 덜 마름 안에 에센스 가 많이 들어가있는대도 뚝뚝떨어지지도 않고 닦을때 편함 산뜻한제형인줄알았는데 어느정도 수분감도 있고 사계절 다쓸수있을듯 갠적으로 패드 보다 훨 좋았음 제품에 비해 저렴한거라생각함 재구매할거임
26,26,자작나무 수분 패드,33,복합성,자작나무 수액과 아쿠악씰 성분이 함유된 자작나무 토너패드 피부의 밸런스를 맞춰주는 약산성 패드로 1회 사용으로도 쿨링에 도움을 주어 사계절 사용해도 되지만 여름철에 사용하기 젤 적합한거 같아요 패드가 다른패드 제품의 비해 크기 때문에 한장으로도 얼굴 전체를 닦아내고 팔이나 다리도 같이 닦아내기도 해요 수분감은 최고 패드 두께가 얇아 밀찰력 또한 우수하고 에센스를 가득 머금고 있어서 사용 즉각 촉촉한 피부가 되며 사용 후 끈적임 없어 아침 저녁 데일리로 사용하기 딱 좋아요 피부자극 하나없고 넘 만족합니다 재구매의사 100 
27,27,자작나무 수분 패드,22,복합성,민감성에 피부에 열이 많고 수분이 필요하신 분들은 이 제품을 냉장고나 시원한곳에 두고 쓰시길 강력히 추천 드립니다 장점 토너패드가 팩과 같은 재질로 부드러워요 사용시 짧은시간 피부 온도를 낮추기 좋습니다 수분이 빠르게 느껴져서 좋아요 에센스도 부족하지 않게 들어 있습니다 미니 시트팩 하는 느낌입니다 진짜 딱 수분 진정에 걸맞는 제품이에요 단점 통크기에 비해 패드크기 작은게 흠입니다 용량대비 시트가 그리 크지 않아 다들 패드 한 부위만 붙이나요 볼따구 찹찹하고 하관쪽에 딱 해도 크기가 작아서 한번 사용시 기본 패드 4개이상을 사용해야해요 추천하고 싶은 분들은 1일1팩은 귀찮다 빠르게 찹찹하거나 필요한 부분만 팩효과 보고 싶어하는 분들에게 추천드립니다 
28,28,자작나무 수분 패드,21,복합성,촉촉하고 얆아서 간편하게 팩 대용으로 잘 쓰고 았습니다 그리고 화장하기 전에 패드 사용하면 화장도 더 잘 되는 것 같은 느낌이 들어요 원래는 토너로 피부결을 정리했었는데 패드로 하니까 간편하고 좋았습니다 리뷰이벤트로 당첨되어서 사용해보았는데 담에도 한번 더 사용하면 좋겠다는 생각이 드네요 제가 민감성피부인데 저한테는 순해서 잘 맞았던 것 같아요 어머니께도 권유해드렸는데 촉촉하고 끈적이지 않아서 좋다고 하시더라구요 한번 사용해 보시는 것을 추천드립니다 특히 라운드랩 좋아하시는 분들을 사용해보시면 만족하실꺼예요 
29,29,자작나무 수분 패드,23,복합성,평가단으로 당첨되서 사용해본 제품입니다 일단 한 3 4종류의 수분패드 스킨패드를 사용해봤습니다 유해성분이 없어서 그런지 순하고 자극적이지 않아서 모든 피부 타입이 사용해도 좋을거같아요 그리고 집게도 포함되어 있어 한 두장씩 꺼내 사용할 수 있어 위생적으로도 아주 만족스럽네요 80매라 적당하면 적당할 수 있는 양이고 거의 무향에 가까워 호불호없이 사용가능합니다 패드 두께도 두껍지도 그렇다고 얇지도 않아서 스킨팩 대용으로도 좋아요 수분을 많이 머금고 있어 촉촉하고 저와 같이 지복합성이신 분들은 한 장으로도 충분히 닦토 가능합니다 이제 점점 더워지는데 미스크때문에 볼이 쉽게 달아올라 모공도 넓어지고 습하잖아요 냉장고에 잠깐 넣어놨다가 열을 낮추는 용도의 팩으로 사용해도 괜찮을거 같아요 여러 면에서 만족하면서 사용하고 있습니다 재구매 의사 무조건 있습니다 
30,30,자작나무 수분 패드,27,복합성,우선 에센스 넉넉하게 들어있어 있는 것부터 만족스럽네요 패드도 앏고 이름처럼 수분감도 머금고 있어 팩으로 사용하기도 좋고 닥토 용으로도 적당하네요 집게도 같이 제공되다는 점도 위생적인 부분에 배려가 느껴지네요 다른 사람들에게 추천할 만한 휘뚜루마뚜루 사용하기 적당한 제품이라고 생각합니다 
31,31,자작나무 수분 패드,28,복합성,라운드랩에서 유명한 자작나무 수분 라인에서 출시된 패드에요 자작나무 수분 라인은 무엇보다 순하고 유해성분이없어 좋아하는데요 그중 토너패드는 적당한 용기에 80매내장되어있구 집게도 같이 들어있어요 패드는 적당한 두께에 라운드형태로 얼굴에 붙이기에 편리하구 많은 수분감을 가지고있는 패드라 이거 붙이고 10분정도있으면 열감도 내려가고 어느정도 수분감도충전되는거같아요 토너패드를 사랑하는 사람으로써 80매용량에 적당한 가격 쿨링감도 여름에쓰기 정말 좋을거같습니다 강추강추 건성피부는 마무리로 크림발라주시고 수부지피부는 마지막에 로션정도로만 마무리해주시면될듯요
32,32,자작나무 수분 패드,31,복합성,한장만으로도 얼굴전체 수분감이 충분하다 이것만 사용했을때 당김이 없는걸 보면 영양감도 좋고 닦아낸후 이마나 볼 코 등 건조한곳에 살짝 얹어두면 수분감 뿜뿜 왠만한 천원짜리 마스크팩 느낌듬 특히 요즘처럼 봄가을 건조해질때나 여름까지도 쿨링효과 있어서 충분히 쓰기 좋은듯 집게도 내장되어 있어서 깔끔하게 위생적으로 사용가능함
33,33,자작나무 수분 패드,21,건성,악건성이라서 항상 수분 채울려고 토너팩도 하고 사용하는 기초제품들도 수분 쪽을 많이 사용하는 편이예요 이번에 이 제품을 사용했는데 토너팩을 했을 때보다 더 수분도 안날아가고 좋은 것 같았어요 꾸준히 사용하는데 편하고 정말 좋다고 느꼈습니다 완전 악건성이라 이 제품만으로 완전히 수분을 채우는 느낌은 안나서 다른 제품도 병용해서 사용하고 있는데 악건성아니라면 이 제품만 사용해도 정말 좋을 것 같아요 
34,34,자작나무 수분 패드,27,복합성,패드 진짜 얇고 수량도 굉장히 많음 심지어 에센스 과부하 완전 촉촉 그 자체 요새 밤낮 바뀌고 잠을 잘 못자서 피부가 푸석푸석 했는데 자기전 화장 전 패드 올려놓으면 수분충전 제대로 입니다 이건 팩처럼 쓸수있어서 더 편하고 유용한듯 근데 촉촉하긴한데 좀 가벼운 느낌 이 없지않아 있네요 양은 많은데 금방 수분이 날아갈거같은 느낌 더 오래 써보고 추가로 남길예정
35,35,자작나무 수분 패드,27,복합성,요즘 굉장히 잘 쓰고 있는 패드 토너 일단 얇다 매우매우 얇다 비슷한 용도는 아니지만 스트라이덱스나 제로모공패드보다 얇음 피부에 밀착시키기 좋습니다 그리고 패드의 면도 새하얀게 아닌 자연의 색깔에 가까워서 더 안심됨 그리고 수분을 아주 충분히 머금고 있습니다 스킨에 흠뻑 적신 느낌인데 양 볼에 얹으면 피부 열감이 진정되는 느낌이 듦 화장 하기 전에 수분보충 쿨링 용도로 볼에 얹었다가 화장하면 파데가 더 잘 먹습니다 핳 핳 단점은 뚜껑 안에 집게가 내장되어있었으면 훨씬 편했을 것 같은 느낌 이거 말고는 딱히 단점은 모르겠어용
36,36,자작나무 수분 패드,36,복합성,수분패드는 위생적이라서 더 잘사용하고 있는데요 촉촉하고 자극적이지 않아서 너무 좋더라구요 바쁜 아침에 특히나 좋고 팩으로도 사용가능해서 다양하게 활용해요 
37,37,자작나무 수분 패드,31,중성,요약 팩하기 짱 좋음 닦토하려면 두 장으로 패드가 굉장히 얇아서 얼굴에 잘 붙는데 보습 잘되는 액이 가득 들어있어서 진정 수분공급용으로 좋습니다 냉장고에 두면 아주 차지 않고 적당히 시원해서 기분도 좋구요 한쪽 끝이 잘려있어서 그 쪽을 코에 두면 팩으로 쓰기 좋아요 그렇게 좌우 하나씩 원하면 이마도 한 다음에 두 장 겹쳐서 닦토로 하면 시간 있을 때 스킨케어로 딱입니다 한 장만 꺼내서 닦토로 쓰기엔 너무 얇고 잘 밀려서 불편하지만 두 장 겹치면 괜찮아요 집게도 같이 주시는데 전 없이 잘 쓰고 있습니다 
38,38,자작나무 수분 패드,26,복합성,피부화장 하기전에 스킨팩용도로 붙이고 그 시간에 드라이기로 머리말리는데 짧은시간동안 사용해도 피부온도가 내려가고 패드가 얇아서 밀착력이 좋아서 얇은 스펀지같은 느낌이라 안에 에센스가 머물고 있어서 붙이고 드라이기로 머리 말리는 동안에 촉촉해요 그리고 이런 얇은 패드는 피부결 닦을때 패드가 찢어지곤 하는데 이건 잘 찢어지지 않고 자극도 없어서 좋습니다
