,Unnamed: 0,제품,age,skintype,review
10,10,우든 패들 브러시,26,중성,머리 이렇게 시원하게 빗기는 빗은 또 처음 빗에 돈을 왜 쓰나 생각했었는데 젖은 머리도 잘 빗기고요 엉킨 머리 빗어도 아프게 머리 뜯어진다거나 하는 게 없어서 좋아요 또 저는 큰 사이즈를 구매했기 때문에 두세번 슥삭 하면 머리가 바로 정돈된다는 점이 너무 좋았어요 저는 앞머리가 없어서 머리 감고 나와서 이 빗으로 그냥 올빽으로 빗어주고 그대로 말리면 자연스럽게 뿌리볼륨이 생기게 하면서 사용하고 있어요 정말 만족스럽습니다 내구성도 좋아서 아마 한 번 사면 십년은 갈 것만 같은 그런 느낌입니다 
11,11,우든 패들 브러시,31,지성,지인이 인생빗이라면서 생일선물로 사줬어요 브러시 자체는 좋은데 브러시에 엉킨 머리카락 떼고 먼지 청소하는게 귀찮아요 
12,12,우든 패들 브러시,25,건성,크기가 커서 미니 버전으로 샀어요 미니인데 전혀 미니같지않은 적당한 사이즈에요 전에 유명하다던 빗 샀는데 나쁘진 않았으나 그다지 싶은 와중에 망가져서 샀는데 확실히 빗질이 잘되더라구요 곱슬기가 없어서 빗질이 어렵진 않지만 잘 엉키는 부분이 있는데 그 부분이 잘 풀려서 좋습니다 
13,13,우든 패들 브러시,25,민감성,머리숱 많고 머릿결도 안좋아서 빗질 하는것도 일인데 이 빗은 큼지막한것이 시원시원하게 잘빗겨서 좋아요 두피 닿을때도 아프지않고 시원한데 역시나 그렇게 느끼신 분들이 많네요 
14,14,우든 패들 브러시,22,중성,비싼데 좋아요 탈색모라 미용실에서 원목 브러쉬 비싸더라도 구매해서 쓰라길래 샀는데 좋아요 가족들도 다 탐내는 브러쉬입니다 너무 부드럽고 두피 마사지도 돼서 좋아요 확실히 고급스러워요
15,15,우든 패들 브러시,30,복합성,비싼값을 하는 브러쉬 하나 사다놓으니 아빠가 자주써서 아빠쓰시라하고 또 하나 사다놓으니 직업이 출장을 많이 다녀서 또 출장용도 필요해서 미니용으로 하나 더사고 질이 좋으니 계속 사겠죠 
16,16,우든 패들 브러시,33,건성,처음에는비싸서 굳이 이돈주고 싶긴 했는데 두피에 닿을 때 되게 부드럽고 뭔가 두피 마사지도 되고 나무 부분이 고급져서 쓸때 마다 기분이 좋아요 
17,17,우든 패들 브러시,30,복합성,진짜 너무 좋아요 한번만 써보고 바로 알았어요 진짜 대박 숱도 많고 반곱슬이라 빗질하기 넘 힘든데 이건 몇번만 빗질하면 싹 풀려요 두피에 자극도 안가고 그립감대비 무게도 가볍고 진짜 인생템입니다
18,18,우든 패들 브러시,31,건성,비싼데 비싼값을 하는 브러쉬입니다 처음에 이거 살 때 무슨 브러쉬가 이렇게 비싸 했는데 너무 부드럽게 머리도 잘 빗기고 두피에 자극도 없고 마사지용으로 쓰기도 좋아요 하나 사두면 뽕을 뽑음
19,19,우든 패들 브러시,25,중성,역시 좋다는건 좋네요 후 일단 사이즈 큼직하니 몇번만 빗어도 다 빗어집니다 빗고나면 머리가 차분해지는데 탄력은 생기는 느낌 입니다 빗 자체에 힘이 좋다 해야하나 두피 닿일때는 조금 살살해야 할것 같아요 매우 튼튼하고 만족합니다 이 가격이라도 계속 사려구요 
20,20,우든 패들 브러시,40,복합성,좋긴좋네요 부드럽게 잘빗겨요 근데 가격이 너무 사악한 단점과 메이드인 차이나가 별루네요
21,21,우든 패들 브러시,38,지성,가격이 비싸지만 머리숱 많은 제 머리에는 쓱쓱 빗어주면 엉킨 머리카락이 정돈되고 두피도 시원하게 마사지 할 수 있어 너무 좋아요
22,22,우든 패들 브러시,25,건성,왜들 그렇게 칭찬하고 면세해서 사는지 몰랐는데 써보니까 확실히 엉킨 머리도 잘 풀어지규 마사지 효과도 있는 것 같고 이랑 비교해도 진짜 넘사벽 작은 사이즈로 쓰고 있는데도 너무 좋아요 진짜 면세 찬스 있으면 꼭꼭 사야함 
23,23,우든 패들 브러시,15,민감성,그냥 집에있어서 써본건데 이렇게 유명한건지 몰랐네요 일단 머리 마사지도 되서 완전 시원해요 긴 생머리였을때 써봤다면 좋았을텐데 지금은 단발이긴 하지만 그래두 잘 쓰고있어요 긴 생머리 부드러움 나무 디자인 이쁨 가격 짧게짧게 썼어요 
24,24,우든 패들 브러시,27,복합성,헤어빗어주는게 두피에 좋다길래 제일 유명한 브러쉬샀어요 잘빗어지고 통통해서 마사지도 잘되네요 만족합니다
25,25,우든 패들 브러시,43,건성,가격이 사악하지만 부시시하고 엉킨 머리를 잘 풀어주고 머리를 두들겨서 마사지도 해주면 좋더라고요 강추합니다
26,26,우든 패들 브러시,33,지성,가격대가 좀 있지만 두피가 시원하고 좋아요
27,27,우든 패들 브러시,17,지성,두피마사지 할 때 좋아요 저는 개인적으로 빗의 가닥 이 좀 두껍다고 느꼈어요 하지만 비싼 만큼 고급지게 빗겨주고 머릿결보다는 두피를 빗어주는 빗입니다 두피가 안 좋거나 예민하신 분들께 추천드려요 
28,28,우든 패들 브러시,32,복합성,머리에 생기를 불어넣었음 톡톡 브러시입니다 머릿결도 좋아지고 두피마사지도 되지요
29,29,우든 패들 브러시,15,지성,최근에 글로우픽 캐스트에서 이 제품을 봤다 나는 머리를 빗는 것을 귀찮아 해서 엄청 엉킬 때까지 그냥 있었다 그러다 너무 심각하게 엉켜서 이 브러시를 샀다 크기가 크다 보니 확실히 전에 쓰던 빗보다 훨씬 좋았다 엉킨게 금방 풀리고 별로 안 아팠다 단점은 가격이 비싼 것 이다 좀만 더 싸면 좋을 것 같다 
30,30,우든 패들 브러시,34,복합성,산후에 머리가 우수수 빠질거라고 그때 쓰라고 선물받았는데 진짜 머리 우수수 빠질 때 아주 잘 썼어요 빗을때 머리 엉키는것도 거의없고 두피도 시원해서 탱글티저보다 더 자주 쓰게돼요 특히 머리감기전에 쓰면 좋은거같아요 
31,31,우든 패들 브러시,29,복합성,이게 대체 뭐라고 이렇게 비쌀까 면세점에서 왜 매번 순위에 있을까 궁금해서 사봤는데 정말 좋은 빗이에요 엉킨게 금방 풀리고 잘 빗깁니다 중국제조인데도 정말 좋은 빗이에요 
32,32,우든 패들 브러시,32,복합성,웬만한 빗은 다 사용해봤는데 진짜 제일 좋아요 빗이 거기서 거기라는 생각도 있었고 가격이 너무 세서 솔직히 시도할 생각고 안했는데 실제로 써보고 바로 구매했어요 일단 엉킨머리도 제일 잘 풀리구요 잔머리 정리도 잘 돼요 엄청 가벼워서 빗을 때도 편해요 머릿결이 좋아지는 것 같아요 아 그리고 빗으면 머리가 차분해지면서 윤기나요 머리가 길면 큰 거 사용하시고 단발이나 어깨에 닿는 머리길이 정도면 굳이 큰 빗이 아니라 미니 사용하셔도 될 것 같아요 
33,33,우든 패들 브러시,34,중성,인생 브러시 머리 감고 바로 머리 빗으면 엉킬거라 생각했는데 이 빗 쓴 이후로 그 편견 사라졌어요 막 감고 빗어도 머리 뜯김 없고 부드럽게 빗겨요 가격은 비싸지만 진짜 하나 가지고 있음 든든 
34,34,우든 패들 브러시,39,민감성,숱이 굉장히 많고 모질이 두껍고 머리까지 긴 모발을 가진 내가 드디어 찾은 브러쉬 숱이 많아 어지간한 빗은 두피까지 닿지 않아 빗질이 잘 안되는데 아베다는 속까지 시원하게 빗질을 해 주고 엉키기 쉬운 긴 머리도 슥슥 잘 정리 해 줌 나무재질이라 세척이 조심스럽지만 린스풀어 뒤집어 담가 놓으면 동동 떠 있어서 세척도 쉬움 천4빗도 사용 해 봤는데 아베다가 나처럼 숱많은 사람들에겐 제일 좋은 것 같음 작은브러쉬도 갖고 싶으나 작아도 가격이 만만치 않음 
35,35,우든 패들 브러시,31,건성,최고 브러시 선물받아서 쓰는데 진짜 혁명템 머리 요거 없으면 못빗어요
36,36,우든 패들 브러시,29,복합성,면세에서 샀어요 집에서 머리 말리고 슉슉 빗으려고 산건데 그 기능 이상도 이하도 아니에요 엉킨걸 잘 풀어주는지는 모르겠고 빗이 커서 저녁에 머리 감기 전에 아침에 머리 감고 완전 건조 후 빗어주기에는 편해요 정수리부터 시원하게 긁듯이 빗어줄 수 있음 근데 이젠 파마해서 그렇게까지 빗을 일이 없네요 저녁에 정수리만 좀 빗어주는 정도 엄청나게 강추하거나 인생템까지는 아니고 적당한 가격에 한번쯤은 사볼만 한 거 같아요 
37,37,우든 패들 브러시,30,중성,가격이 비싸서 구매를 망설였었는데 면세점에서 저렴하게 구매해서 몇 년 동안 잘 사용하고 있는 빗입니다 크기도 커서 슥슥 빗으면 머리가 금방 다 빗기고 두피까지 시원하게 긁어줘서 너무 좋아요 휴대할 수는 없지만 집에서 매일매일 사용하고 있어요 이거 작은 사이즈도 있던데 그것도 갖고 싶네요
38,38,우든 패들 브러시,34,복합성,저는 허리까지오는 긴머리인데 이만한 빗은 찾질못하네요 짱짱 항상 재구매의사있습니닻
39,39,우든 패들 브러시,30,지성,요거 추천합니다 비싼 빗 왜사냐 했는데 진짜 확실히 달라요 아프지 않게 잘 빗어지고 빗고 나서 윤기가 나는 기분 확실히 좋구나를 느꼈어요 면세 갈 일 있으면 꼭 구매하시길
40,40,우든 패들 브러시,20,복합성,머리가 많이 상해서 뚝뚝 끊어지는데 이 빗으로 빗을때 엉킨부분이 아프지도 않고 부드럽게 빗어졌어요 다 빗고 나면 진짜 찰랑 거리는 생머리 되요
41,41,우든 패들 브러시,29,복합성,가격있는만큼 좋아요 엉킨머리도 잘 빗기고 특히 젖은머리에도 사용하기 좋아요 휴대용 제품두 나오면 좋겠어요 
42,42,우든 패들 브러시,29,지성,유명하다는 빗은 대부분 사용해 보았는데 아베다 빗은 보통 빗들보다도 가격대가 많이 높은 편이라 고민하다 우연히 좋은 가격으로 구매할 기회가 생겨 한 번 구매해 봄 그 전에 사용하던 빗들이 아이캔디 탱글티저 탱글엔젤들이었고 충분히 만족하고 사용함 얇고 반곱슬인 모질이라 머리가 잘 엉키곤 했는데 엉킨 걸 잘 풀어주고 차분하게 만들어 줘 실제로 추천도 많이 했지만 두피까지 끝까지 닿진 않아서 살짝 아쉬웠는데 두피 마사지 해주고 시원하게 아베다가 제일 만족스러웠음 다만 생각보다 엉킨 걸 잘 풀어주진 못하는 것 같아서 기존에 사용하던 빗들도 계속해서 잘 사용할 것 같음 예상했던 대로 크기가 커서 휴대하긴 어려울 것 같고 미니 사도 괜찮을 것 같음 그리고 시중에 나와 있는 나무 브러시들이랑 엄청 큰 차이는 없으니 가격 부담이 되면 미니로 사거나 다른 브러시들도 괜찮을 것 같음 
43,43,우든 패들 브러시,30,복합성,미니쓰고 있는데 미니는 리뷰제품에 없어서 큰사이즈에 리뷰 써요 미니도 생각보다 커서 잘 쓰고 있어요 다른 빗 쓰면 엉킨 곳 빗을 때 아픈데 아베다 우든 패들 브러시 쓰고 난뒤로는 그런 느낌 받은 적 없습니다 근데 머릿결이 딱히 좋아진다는 느낌은 못받은거 같아요 
44,44,우든 패들 브러시,32,복합성,면세점구마 3년동안 잘쓰고있음 빗솔이 뽑히거나 갈라지거나 나무손잡이에 문제생기거나 이런거전혀 없음 자기잔에 빗고 아침에 머리감고 50 말린 후 빗어주는데 잘빗기고 정말튼튼하게 본연의 일을 잘하는 솔빗 뭐 이리 비싸게 돈주고 저딴빗을사 했는데 내돈안주고 선물받아쓰면 만족하며 오래오래쓴당 물기있어도 나무안썩음 커팅잘되어있어서 
45,45,우든 패들 브러시,27,복합성,유명하길래 구입해봤어요 저는 숱 많은 반곱슬 긴 머리인데 이 빗이 탱글 티저보다 긴 머리에 적합하긴 했어요 그리고 두드려주면 두피도 시원하고 좋았어요 반곱슬이라 엉킴이 늘 심한데 몇 번 빗어주니 금방 풀렸어요 탱글 티저와 비교하자면 탱글 티저는 머리를 차분하게 눌러주는 느낌이라면 우든 패들 브러시는 볼륨이 죽지 않으면서 빗기는 느낌입니다 엉킴이 풀리는 것은 탱글 티저가 더 좋았어요 탱글 티저가 여행용으로도 좋을 것 같긴 합니다 우드 소재로 되어있어서 단단하고 고급스럽고 튼튼하게 오래 사용할 수 있을 것 같아요 
46,46,우든 패들 브러시,42,건성,이 빗은 정말 인생템 하두 남들이 좋대서 궁금해서 사봤는데 이걸로 빗으면 볼륨감생기는 느낌 앞으로 다른거 못쓰겠음 
47,47,우든 패들 브러시,25,민감성,면세 구매 만족도 200 가격 면세로 만원대이 구매했지만 올영 등등에서 정가로 구매하기엔 좀 비싼 감이 있어요 그래도 소모품이 아니니만큼 사시는 거 추천 효과 아주 좋아요 일단 두피가 시원하고요 머리가 길고 숱이 많아서 드라이를 완벽하게 하진 못하는데 물기 있는 상태에서도 머리가 확실히 덜 빠져요
48,48,우든 패들 브러시,34,지성,두피가 시원하고 자극적이지않게 또 건강하게 관리가 되는거 같아요 면세에서 구매해서 진짜 저렴하게 이만원 안되게 구매했구요 선물하기에도 좋은거 같아서 추천드려요 아침 저녁으로 빗질하니 두피모발 훨씬 좋아졌어요
49,49,우든 패들 브러시,32,건성,마사지도 잘되고 머릿결도 부들부들해짐 아침마다 꼭 쓰는 제품 에요
50,50,우든 패들 브러시,29,복합성, 인생템 내 인생 빗 진짜 엉킨 머리 풀어주는건 얘밖에 없음 가격값해서 돈도 안아까움 전에 쓰던거 좀 낡은것같아서 새거 구매해서 쓰고 있는데 아마 평생 안고 갈 템인듯
51,51,우든 패들 브러시,26,복합성,반신 반의 하면서 샀지만 제법 잘쓰고있어요 촘촘한 빗으로 해도 풀리지않는 엉킨머리가 이빗을 쓰고는 좀 덜엉켜요 속엉킴심했는데 머리 잘안빗었는데 자주 빗게되고 그리고 볼륨감도 좀 살아나요 윤기도 좀 돌고 시원해요 단점은 빗이 너무커요 그리고 너무 비쌈요
52,52,우든 패들 브러시,23,지성,진짜 돈값못해요 자주에서 빗살이 나무로 된 빗 쓰다가 이거 쓰니까 정전기가 어마어마 합니다 중국산 플라스틱인 것 같아요 확인해보니 메이드인 차이나 맞네여 빗 하나에 3만원이면서 메이드인 차이나 에라이 
53,53,우든 패들 브러시,28,복합성,예전부터 계속 위시리스트에 있었던 제품이였는데 가격도 그렇고 꼭 필요한가 싶어서 망설이다 하나사면 오래쓰겠다는 생각으로 구입해보았습니다 역시나 유명한데는 이유가 있는듯 크기가 커서 두피마사지 하기도 좋고 시원해서 좋네요 가격이 비싼거 빼고는 추천드려요 
54,54,우든 패들 브러시,27,복합성,너무 좋아요 인생빗 가격이 비싼데 면세점에서 싸게 살수 있어요 얘 쓴 뒤로 다른 좋다는 빗 다 써봐도 별로더라구욯 
55,55,우든 패들 브러시,28,지성,일단 좋아요 두피에 거의 자극도 없고 빗질을 막해도 머리도 별로 안 빠져요 그런데 너무 비싸요 또 빗이 큰 만큼 촘촘한 엉킴은 잘 안 풀려요 저는 이 빗도 한번 쓰고 작고 얇은 빗도 한번 써 줘요 두피 마사지도 할 수 있고 좋긴 한데 이렇게 비쌀 일인지는 모르겠어요
56,56,우든 패들 브러시,36,복합성,탱글티저 쓰다가 머리가 길어서 손잡이 있는 브러시를 사야겠다고 찾아본 제품임 탱글티저도 싼 가격이 아닌데 아베다 브러시는 정말 오랫동안 고민했음 고민한 내가 바보였지 너무 좋음 머리숱 많고 길면 무조건 사야함 머리 빗는게 너무 좋음 
57,57,우든 패들 브러시,26,복합성,움 웻 브러쉬 샀을 때 엄청나게 좋아 신세계였으나 1년쓰니 솔에 힘이 없어져서 이거 삼 긴머리면 면적이 넓어 쓱쓱 빗어주는 용도로는 좋으나 빗 기능으로 보면 그냥 일반 빗이라서 별로 큰게 엄청난 매력임 사세요
58,58,우든 패들 브러시,29,건성,면적이 넓고 쿠션도 적당하고 빗질할 때 자극도 적어서 괜찮다는 건 알겠는데 대체불가하다거나 압도적으로 좋다는 의견에는 공감하지 못하겠다 빗김의 정도는 탱글티저랑 비슷한 것 같은데 그냥 이런 빗이 시중에 없는 거라면 인정 
59,59,우든 패들 브러시,40,건성,면세점 필수템 솔직히 왜 이 제품이 좋은지 설명할 방법이 없는데 근데 좋아요 좋은건 좋으니까
60,60,우든 패들 브러시,23,지성,빗이 되게 크고 빗살도 매우 부드러워요 그래서 부드럽게 빗겨서 두피가 예민하신 분들은 너무 좋아하실것같아요 빗이 바깥쪽으로 둥그렇게 되어있어서 머리카락을 빗기 조금 힘들어요 저는 개인적으로 밤에 머리감고 말린 다음에는 너무 잘 빗기는데 다음날에 조금 머리가 엉키거나 이럴때 머리 빗을때는 조금 잘 안 빗기는 느낌이 들더라구요 그리고 빗이 큰 만큼 머리카락을 빗을때 빗다가 조금 무겁게 빗기기도 해요 대신 빗이 크다보니 한꺼번에 금방 빗을수있어요 그리고 빗는데는 전혀 무리없어요 빗을때 너무 부드러워서 두피에도 자극 안가고 한번에 슉슉 빗기고 그러다보니 모발빠짐도 적을거같고 빗이 바깥쪽으로 둥글어서 머리 묶거나 할때 정확하게 머리카락을 잡아주지못해 스타일링하기 조금 힘들지만 그냥 머리 풀고있을때 머리 빗기에 너무너무 좋아요 빗은 빗기만 하면 되고 굳이 비싸게 살 필요없다고 생각해서 평소에 다이소 브러쉬 쓰고있었는데 이거 쓰고 전으로 다시 못 돌아갈것같아요 이거 쓰고 머리 빗는게 너무 좋아졌어요 
61,61,우든 패들 브러시,29,민감성,온라인 올리브영에서 구입해서 쓰고 있어요 제 경우는 바닥에 메이드인차이나 스티커가 붙어 왔어요 평소에 머리가 잘 엉키고 미용실하서 머릿결 칭찬 한번도 들어본적 없는데 이 제품으론 안아프게 빗질도 너무너무 잘되고 그립감이나 인테리어소품으로서의 역할도 잘 해서 만족스럽게 쓰고 있어요 또 빗이 크니까 빗살 사이에 끼는 머리카락 제거하기도 편해요 탱글티저빗은 빗살이 두피를 시원하게 빗어준다면 아베다빗은 두피가 안아프게 부드럽게 빗어주는 느낌이 들어요 먼저 본 후기처럼 모서리 벗겨질까봐 조마조마한게 유일한 감점요인입니다 
62,62,우든 패들 브러시,30,지성,면세 가격으로 28000원에 구입함 확실히 빗이 커서 한번에 빗겨지는 느낌이 좋음 머리 긴 사람이라면 써봤으면 좋겠음 미니도 있는데 그냥 돈 더 주고 큰거로 샀으면 좋겠음 쓰고나면 확실히 머리 뭉치는게 덜 함
63,63,우든 패들 브러시,38,건성,생일선물로 받았는데 널직해서 두어번이면 머리 다 빗겨짐 완전 편함 확실히 머리가 덜빠지는거 같음 굿굿 유명템은 다 이유가 있는거 같애요 이번에 확실히 느낌요 
64,64,우든 패들 브러시,23,복합성,긴머리의 소유자라면 조금은 추천해요 빗이 커서 다른 빗들에 비해서 적게 빗어도 되니까요 그리고 디자인이 예뻐요 진한 나무색이 은은해서 고급스러워 보여요 그래서 그런지 가격이 쎄네요 빗의 기능으로서 사용감은 보통인지라 완전 추천정도는 아니에요 사용해볼만한 정도입니다 금전상황이 괜찮다하면 추천이에요 
65,65,우든 패들 브러시,29,민감성, 인생템 숱 많고 머리 잘 엉키는 곱슬모발 강강추 뭔 빗을 이 돈에 생각했지만 워낙 유명해서 속는 셈치고 면세로 사봄 유명한건 이유가 다 있습니다 묭실가면 머리숱 이불같다고 듣는 1인 거기다 잘 엉키는 곱슬모라 얇은 일반 빗으로 빗으면 세월아네월아 끝도 없음 근데 진짜 몇십번 빗을 거 얘로 몇번이면 끝남 사이즈가 커서 쫙쫙 시원하게 빗겨요 머리길고 숱부자이신 분들 꼭 써보세요 빗의 신세계가 열립니다 
66,66,우든 패들 브러시,36,복합성,이 빗으로 빗고 나면 머리가 시원해지는 느낌이라 좋아요 가격대도 그냥 괜찮아서 생일선물로 남 주기에도 적당하구요
67,67,우든 패들 브러시,29,건성,진짜 좋아요 숱많고 모 두께는 적당한 편이예요 처음엔 탱글티져 썼는데 그것도 신세계였거든요 그치만 아무래도 탱글티져는 빗살이 약하다보니 겉에만 쓰는 느낌이 들었는데 이건 안그래요 근데 굳이 굳이 빗을 삼만원주고 는 있긴있어요 면세에서 1 8정도에 사긴했는데 비싸다고 느끼긴했어요
68,68,우든 패들 브러시,26,복합성,미니로 샀습니다 미니지만 레인보우 브러쉬나 필리밀리 브러쉬랑 크기가 비슷해요 미니크기도 괜찮으실듯 우드 브러쉬는 이니스프리꺼 밖에 안써봤는데 확실히 견고한 느낌 안부러질것 같은 느낌 이고 빗질도 훨 부드러워요 빗질만 할거면 레인보우나 보다나 브러쉬가 나은데 두피 마사지까지 같이 하실거면 확실히 아베다가 좋겠습니다 두피마사지 해도 자극이 심하지 않아요 비싸 긴한데 좋긴해여 코로나 끝나면 면세점 저는 시코르 할인때 샀슴다 
69,69,우든 패들 브러시,24,지성,진짜 이거 안 산 사람 없게 해주세요 두피까지 빗질이 되는데 눈이 맑아지는 느낌마저 듭니다 두피 마사지 효과에 이만한 빗이 없습니다 크기가 커서 머리가 긴 여성분들은 더 좋아하실 것 같아요
70,70,우든 패들 브러시,26,지성,제대로 된 브러쉬 하나 구매해서 오랫동안 쓰고싶어 구입했어요 엉키없이 빗어지고 크기에 비해 무게가 가벼워요 두피건강과 머릿결 위해 의무적으로 하루에 몇 번씩 빗어주고 있어요 관리만 잘해주면 오랫동안 쓸 수 있을것 같아요 
71,71,우든 패들 브러시,30,중성, 유동이 추천템 이걸 왜 이제서야 샀을까요 해외여행 갈 때마다 많이 팔리는 면세품 순위권에 있는 걸 항상 봤었지만 면세가격으로도 비싸다고 생각해서 안사고 있었어요 그랬던 제가 코로나로 면세점을 이용할 수 없을 때 갑자기 뿜뿌가 와서 정가 주고 구매했어요 그동안 고민하지 말고 진작 살걸 젖은 머리에 빗어도 잘 빗기고 머리카락이 부들부들해진 것 같아요 가격은 조금 비싼 편이지만 저는 추천해드리고 싶어요 
72,72,우든 패들 브러시,33,건성,이미 유명한 제품이라 큰맘먹고 삿는데 빗이 왜이리 비싸 라고 생각한 제 자신을 후회할정도로 만족감을 느끼면서 사용하고 있는 제품입니다 머리카락이 너무 얇고 자주 빠지는 스타일인데 그래서 염색 퍼머는 생각도 못하고 살고 있어요 좋은 빗을 쓰라고 미용실에서 권하길래 덜컷 사서 지금 6계월넘게 사용한 후기 입니다 우드라 조금 무겁긴 하지만 빗질도 잘되고 특히 젖은 모발 엉킴이 진짜 가볍게 풀리면서 이걸 쓰고 나서는 머리가 간지럽지 않아요 머리통도 통통 두둘기기도 하고 머리를 자주 빗어주는 습관도 생겼지만 이 빗은 진짜 강추요 돈 안아까우니 좋은빗 머리카락을 생각해서 하나 장만하시길 바랍니다
73,73,우든 패들 브러시,28,복합성,솔직히 처음엔 빗 하나에 무슨 36 000원이야 싶었는데 막상 매일 무수히 흩날리는 죽은 머리카락들을 보니까 이대로 살면 안되겠구나 싶어서 구매 고민하게 되었음 우든 패들은 크기도 크고 약간 가격이 부담인 것 같아서 여행용으로 나온 미니 패들 29 000원을 구매했고 후기가 좋은건 후회가 없다는 걸 깨달음 정말 살아오면서 써 본 빗 중에 제일 모발 빠짐이 적고 불필요한 자극이 없으면서 두피는 또 시원함 정말 짱짱을 못 준 이유 단 하나는 가격 
74,74,우든 패들 브러시,37,건성,빗이커서 몇번만 빗어도 다 빗을수 있어서 빗질이쉽고 엉킴없이 잘 빗겨져요 두피에 적당한 자극을 주어 시원해서 좋아요
75,75,우든 패들 브러시,26,복합성,와 진짜 좋네요 그냥 빗었는데 축 쳐지게 빗기는 게 아니라 볼륨감 유지되고 파마끼 유지하면서 잘 빗어줘요 큰 거 샀는데 휴대용도 하나 더 사고싶어요 비싼데도 좋습니다
76,76,우든 패들 브러시,26,중성,크게 다른 점은 모르겠지만 이상하게 손이 가는 아이 아무래도 마감이 좋나봐요 튼튼해서 오래 쓰긴 합니다 
77,77,우든 패들 브러시,29,건성,저는 이 브러쉬만 써요 아 그리고 여행용으로 나온 더 작은 브러쉬도요 너무 잘 빗어지고 뭔가 시원하게 빗어져서 계속 찾게되네요 이건 인터넷 면세점에서 적립금 사용하셔서 구매하시는게 가장 싸요 
78,78,우든 패들 브러시,32,민감성,빗이 뭐 이렇게 비싸 다른 싼 것들도 많은데 라고 생각해서 안쓰다가 선물 받아서 쓰게 되었는데 정말 달라요 잘 빗기고 부드러워요 평생 이 빗만 쓰게 될 것 같습니다 
79,79,우든 패들 브러시,30,복합성,가격을 생각해본다면 특히 자주 등 비슷하게 따라 만든 제품들이 많다는 점에서 드라마틱한 변화가 있는지는 솔직히 잘 모르겠어요 하지만 역시나 입소문 난 탱글티저와 비교한다면 두피에 덜 자극적인 느낌이 난다는 점에서 이 빗이 더 좋은 것 같습니다 주로 인터넷백화점에서 쿠폰 많이 먹여서 사게 돼요 
